trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
774569,14:54:00,15:01:00,249206,3,,
774569,15:25:00,15:26:00,211720,4,,
774569,15:48:00,15:49:00,23039,5,,
774569,16:23:00,16:35:00,413280,6,,
774569,17:01:00,17:03:00,435898,7,,
774569,17:18:00,17:20:00,258080,8,,
774569,17:40:00,17:50:00,418558,9,,
774569,18:09:00,18:19:00,369901,10,,
774569,18:28:00,18:30:00,236098,11,,
774569,18:38:00,18:39:00,198084,12,,
774569,18:49:00,18:59:00,26932,13,,
774569,19:09:00,19:10:00,236593,14,,
774569,19:16:00,19:17:00,402043,15,,
774569,19:24:00,19:25:00,294181,16,,
774569,19:40:00,19:48:00,272661,17,,
774569,20:04:00,20:04:00,178047,18,,
811523,19:01:00,19:01:00,413280,0,,
811523,19:28:00,19:30:00,435898,1,,
811523,19:46:00,19:48:00,258080,2,,
811523,20:09:00,20:12:00,369901,3,,
811523,20:22:00,20:24:00,236098,4,,
811523,20:40:00,20:42:00,26932,5,,
811523,20:53:00,20:55:00,236593,6,,
811523,21:02:00,21:06:00,402043,7,,
811523,21:12:00,21:14:00,294181,8,,
811523,21:28:00,21:36:00,272661,9,,
811523,21:52:00,21:52:00,178047,10,,
820702,15:36:00,15:36:00,524609,0,,
820702,15:37:00,15:39:00,81926,1,,1
820702,15:44:00,15:46:00,460004,2,,
820702,15:54:00,15:59:00,114212,3,,
820702,16:14:00,16:16:00,178047,4,,
820702,16:33:00,16:41:00,272661,5,,
820702,16:55:00,16:59:00,294181,6,,
820702,17:05:00,17:06:00,402043,7,,
820702,17:12:00,17:13:00,236593,8,,
820702,17:23:00,17:35:00,26932,9,,
820702,17:44:00,17:45:00,198084,10,,
820702,17:52:00,17:54:00,236098,11,,
820702,18:05:00,18:09:00,100631,12,,
820702,18:28:00,18:30:00,258080,13,,
820702,18:44:00,18:46:00,435898,14,,
820702,19:13:00,19:13:00,413280,15,,
831524,12:30:00,12:30:00,26932,0,,
831524,12:47:00,12:49:00,236098,1,,
831524,13:00:00,13:05:00,369901,2,,
831524,14:07:00,14:07:00,413280,3,,
851535,18:16:00,18:16:00,178047,0,,
851535,18:33:00,18:41:00,272661,1,,
851535,18:55:00,18:59:00,294181,2,,
851535,19:05:00,19:06:00,402043,3,,
851535,19:12:00,19:13:00,236593,4,,
851535,19:23:00,19:35:00,26932,5,,
851535,19:44:00,19:45:00,198084,6,,
851535,19:52:00,19:54:00,236098,7,,
851535,20:05:00,20:09:00,100631,8,,
851535,20:28:00,20:30:00,258080,9,,
851535,20:44:00,20:46:00,435898,10,,
851535,21:13:00,21:36:00,413280,11,,
851535,21:55:00,21:57:00,524064,12,,
851535,22:11:00,22:13:00,327082,13,,
851535,22:33:00,22:34:00,286927,14,,
851535,23:00:00,23:00:00,249206,15,,
862773,07:19:00,07:19:00,467282,0,,
862773,07:28:00,07:32:00,363191,1,,
862773,07:36:00,07:38:00,113564,2,,
862773,07:48:00,07:50:00,101850,3,,
862773,07:58:00,08:01:00,384754,4,,
862773,08:19:00,08:21:00,372314,5,,
862773,09:00:00,09:00:00,249206,6,,
886840,15:25:00,15:25:00,524609,0,,
886840,15:26:00,15:28:00,81926,1,,1
886840,15:33:00,15:35:00,460004,2,,
886840,15:43:00,15:48:00,114212,3,,
886840,16:03:00,16:05:00,178047,4,,
886840,16:22:00,16:30:00,272661,5,,
886840,16:44:00,16:48:00,294181,6,,
886840,16:54:00,16:55:00,402043,7,,
886840,17:01:00,17:02:00,236593,8,,
886840,17:12:00,17:24:00,26932,9,,
886840,17:33:00,17:34:00,198084,10,,
886840,17:41:00,17:43:00,236098,11,,
886840,17:54:00,18:04:00,100631,12,,
886840,18:22:00,18:32:00,418558,13,,
886840,18:49:00,18:51:00,258080,14,,
886840,19:05:00,19:07:00,435898,15,,
886840,19:34:00,19:36:00,413280,16,,
886840,20:08:00,20:10:00,327082,17,,
886840,20:30:00,20:31:00,286927,18,,
886840,20:57:00,21:04:00,249206,19,,
886840,21:32:00,21:33:00,598350,20,,
886840,21:53:00,21:55:00,92456,21,,
886840,22:16:00,22:16:00,569598,22,,
90090,08:16:00,08:16:00,178047,0,,
90090,08:33:00,08:41:00,272661,1,,
90090,08:55:00,08:59:00,294181,2,,
90090,09:05:00,09:06:00,402043,3,,
90090,09:12:00,09:13:00,236593,4,,
90090,09:23:00,09:35:00,26932,5,,
90090,09:44:00,09:45:00,198084,6,,
90090,09:52:00,09:54:00,236098,7,,
90090,10:05:00,10:09:00,100631,8,,
90090,10:28:00,10:30:00,258080,9,,
90090,10:44:00,10:46:00,435898,10,,
90090,11:13:00,11:36:00,413280,11,,
90090,12:08:00,12:10:00,327082,12,,
90090,12:30:00,12:31:00,286927,13,,
90090,12:57:00,13:04:00,249206,14,,
90090,13:32:00,13:33:00,598350,15,,
90090,13:53:00,13:55:00,92456,16,,
90090,14:16:00,14:16:00,569598,17,,
932192,17:20:00,17:20:00,204090,0,,
932192,17:28:00,17:32:00,505232,1,,1
932192,17:38:00,17:39:00,619424,2,,1
932192,17:50:00,17:52:00,101850,3,,1
932192,17:59:00,18:01:00,269904,4,,
932192,18:18:00,18:19:00,388318,5,,
932192,18:55:00,18:55:00,249206,6,,
953114,09:36:00,09:36:00,524609,0,,
953114,09:37:00,09:39:00,81926,1,,1
953114,09:44:00,09:46:00,460004,2,,
953114,09:54:00,09:59:00,114212,3,,
953114,10:14:00,10:16:00,178047,4,,
953114,10:33:00,10:41:00,272661,5,,
953114,10:55:00,10:59:00,294181,6,,
953114,11:05:00,11:06:00,402043,7,,
953114,11:12:00,11:13:00,236593,8,,
953114,11:23:00,11:35:00,26932,9,,
953114,11:44:00,11:45:00,198084,10,,
953114,11:52:00,11:54:00,236098,11,,
953114,12:05:00,12:09:00,100631,12,,
953114,12:28:00,12:30:00,258080,13,,
953114,12:44:00,12:46:00,435898,14,,
953114,13:13:00,13:36:00,413280,15,,
953114,14:08:00,14:10:00,327082,16,,
953114,14:30:00,14:31:00,286927,17,,
953114,14:57:00,15:04:00,249206,18,,
953114,15:32:00,15:33:00,598350,19,,
953114,15:53:00,15:55:00,92456,20,,
953114,16:16:00,16:16:00,569598,21,,
955887,16:45:00,16:45:00,413280,0,,
955887,17:11:00,17:13:00,435898,1,,
955887,17:28:00,17:30:00,258080,2,,
955887,17:50:00,17:53:00,369901,3,,
955887,18:02:00,18:04:00,236098,4,,
955887,18:12:00,18:13:00,198084,5,,
955887,18:23:00,18:33:00,26932,6,,
955887,18:43:00,18:44:00,236593,7,,
955887,18:50:00,18:51:00,402043,8,,
955887,18:58:00,18:59:00,294181,9,,
955887,19:14:00,19:22:00,272661,10,,
955887,19:38:00,19:38:00,178047,11,,
987122,07:36:00,07:36:00,524609,0,,
987122,07:37:00,07:39:00,81926,1,,1
987122,07:44:00,07:46:00,460004,2,,
987122,07:54:00,07:59:00,114212,3,,
987122,08:14:00,08:16:00,178047,4,,
987122,08:33:00,08:41:00,272661,5,,
987122,08:55:00,08:59:00,294181,6,,
987122,09:05:00,09:06:00,402043,7,,
987122,09:12:00,09:13:00,236593,8,,
987122,09:23:00,09:35:00,26932,9,,
987122,09:44:00,09:45:00,198084,10,,
987122,09:52:00,09:54:00,236098,11,,
987122,10:05:00,10:09:00,100631,12,,
987122,10:28:00,10:30:00,258080,13,,
987122,10:44:00,10:46:00,435898,14,,
987122,11:13:00,11:13:00,413280,15,,
1007370,15:33:00,15:33:00,455937,0,,
1007370,15:42:00,15:43:00,567065,1,,
1007370,15:57:00,15:58:00,37447,2,,
1007370,16:30:00,16:32:00,574012,3,,
1007370,16:49:00,16:49:00,493531,4,,
1017963,07:33:00,07:33:00,455937,0,,
1017963,07:42:00,07:43:00,567065,1,,
1017963,07:57:00,07:58:00,37447,2,,
1017963,08:30:00,08:32:00,574012,3,,
1017963,08:49:00,08:49:00,493531,4,,
1019332,07:33:00,07:33:00,455937,0,,
1019332,07:42:00,07:43:00,567065,1,,
1019332,07:57:00,07:58:00,37447,2,,
1019332,08:30:00,08:32:00,574012,3,,
1019332,08:51:00,08:51:00,493531,4,,1
102113,23:10:00,23:10:00,493531,0,,
102113,23:28:00,23:29:00,574012,1,,
102113,24:01:00,24:03:00,37447,2,,
102113,24:16:00,24:18:00,567065,3,1,
102113,24:27:00,24:27:00,455937,4,,
102834,21:10:00,21:10:00,493531,0,,
102834,21:28:00,21:29:00,574012,1,,
102834,22:01:00,22:03:00,37447,2,,
102834,22:16:00,22:18:00,567065,3,1,
102834,22:27:00,22:27:00,455937,4,,
1080747,23:10:00,23:10:00,493531,0,,
1080747,23:28:00,23:29:00,574012,1,,
1080747,24:01:00,24:03:00,37447,2,,
1080747,24:16:00,24:18:00,567065,3,1,
1080747,24:27:00,24:27:00,455937,4,,
1088611,17:10:00,17:10:00,493531,0,,
1088611,17:28:00,17:29:00,574012,1,,
1088611,18:01:00,18:03:00,37447,2,,
1088611,18:16:00,18:18:00,567065,3,1,
1088611,18:27:00,18:27:00,455937,4,,
1120161,11:33:00,11:33:00,455937,0,,
1120161,11:42:00,11:43:00,567065,1,,
1120161,11:57:00,11:58:00,37447,2,,
1120161,12:30:00,12:32:00,574012,3,,
1120161,12:49:00,12:49:00,493531,4,,
1147711,07:10:00,07:10:00,493531,0,,
1147711,07:28:00,07:29:00,574012,1,,
1147711,08:01:00,08:03:00,37447,2,,
1147711,08:16:00,08:18:00,567065,3,1,
1147711,08:27:00,08:27:00,455937,4,,
1155950,13:09:00,13:09:00,493531,0,1,
1155950,13:28:00,13:29:00,574012,1,,
1155950,14:01:00,14:03:00,37447,2,,
1155950,14:16:00,14:18:00,567065,3,,
1155950,14:27:00,14:27:00,455937,4,,
1196780,13:33:00,13:33:00,455937,0,,
1196780,13:42:00,13:43:00,567065,1,,
1196780,13:57:00,13:58:00,37447,2,,
1196780,14:30:00,14:32:00,574012,3,,
1196780,14:49:00,14:49:00,493531,4,,
1201849,15:09:00,15:09:00,493531,0,1,
1201849,15:28:00,15:29:00,574012,1,,
1201849,16:01:00,16:03:00,37447,2,,
1201849,16:16:00,16:18:00,567065,3,,
1201849,16:27:00,16:27:00,455937,4,,
1207374,07:33:00,07:33:00,455937,0,,
1207374,07:42:00,07:43:00,567065,1,,1
1207374,07:57:00,07:58:00,37447,2,,
1207374,08:30:00,08:32:00,574012,3,,
1207374,08:49:00,08:49:00,493531,4,,
1255927,23:18:00,23:18:00,569598,0,1,
1255927,31:20:00,31:48:00,25336,1,1,
1255927,33:04:00,33:04:00,455937,2,,
1262559,23:10:00,23:10:00,493531,0,,
1262559,23:28:00,23:29:00,574012,1,,
1262559,24:01:00,24:03:00,37447,2,,
1262559,24:16:00,24:18:00,567065,3,1,
1262559,24:27:00,24:27:00,455937,4,,
1307483,19:59:00,19:59:00,455937,0,,
1307483,20:53:00,20:53:00,25336,1,,
13101,17:33:00,17:33:00,455937,0,,
13101,17:42:00,17:43:00,567065,1,,1
13101,17:57:00,17:58:00,37447,2,,
13101,18:30:00,18:32:00,574012,3,,
13101,18:50:00,18:50:00,493531,4,,1
1322112,19:33:00,19:33:00,455937,0,,
1322112,19:42:00,19:43:00,567065,1,,
1322112,19:57:00,19:58:00,37447,2,,
1322112,20:30:00,20:32:00,574012,3,,
1322112,20:49:00,20:49:00,493531,4,,
1335403,07:09:00,07:09:00,493531,0,1,
1335403,07:28:00,07:29:00,574012,1,,
1335403,08:01:00,08:03:00,37447,2,,
1335403,08:16:00,08:18:00,567065,3,,
1335403,08:27:00,08:27:00,455937,4,,
1347850,19:33:00,19:33:00,455937,0,,
1347850,19:42:00,19:43:00,567065,1,,
1347850,19:57:00,19:58:00,37447,2,,
1347850,20:30:00,20:32:00,574012,3,,
1347850,20:49:00,20:49:00,493531,4,,
1351447,19:33:00,19:33:00,455937,0,,
1351447,19:42:00,19:43:00,567065,1,,
1351447,19:57:00,19:58:00,37447,2,,
1351447,20:30:00,20:32:00,574012,3,,
1351447,20:51:00,20:51:00,493531,4,,1
1363601,11:10:00,11:10:00,493531,0,,
1363601,11:28:00,11:29:00,574012,1,,
1363601,12:01:00,12:03:00,37447,2,,
1363601,12:16:00,12:18:00,567065,3,1,
1363601,12:27:00,12:27:00,455937,4,,
1377853,15:10:00,15:10:00,493531,0,,
1377853,15:28:00,15:29:00,574012,1,,
1377853,16:01:00,16:03:00,37447,2,,
1377853,16:16:00,16:18:00,567065,3,1,
1377853,16:27:00,16:27:00,455937,4,,
1391089,13:10:00,13:10:00,493531,0,,
1391089,13:28:00,13:29:00,574012,1,,
1391089,14:01:00,14:03:00,37447,2,,
1391089,14:16:00,14:18:00,567065,3,1,
1391089,14:27:00,14:27:00,455937,4,,
1499761,23:10:00,23:10:00,493531,0,,
1499761,23:28:00,23:29:00,574012,1,,
1499761,24:01:00,24:03:00,37447,2,,
1499761,24:16:00,24:18:00,567065,3,,
1499761,24:27:00,24:27:00,455937,4,,
1517482,09:33:00,09:33:00,455937,0,,
1517482,09:42:00,09:43:00,567065,1,,
1517482,09:57:00,09:58:00,37447,2,,
1517482,10:30:00,10:32:00,574012,3,,
1517482,10:51:00,10:51:00,493531,4,,1
1520877,09:10:00,09:10:00,493531,0,,
1520877,09:28:00,09:29:00,574012,1,,
1520877,10:01:00,10:03:00,37447,2,,
1520877,10:16:00,10:18:00,567065,3,,
1520877,10:27:00,10:27:00,455937,4,,
1528902,19:33:00,19:33:00,455937,0,,
1528902,19:42:00,19:43:00,567065,1,,1
1528902,19:57:00,19:58:00,37447,2,,
1528902,20:30:00,20:32:00,574012,3,,
1528902,20:49:00,20:49:00,493531,4,,
1533416,13:33:00,13:33:00,455937,0,,
1533416,13:42:00,13:43:00,567065,1,,1
1533416,13:57:00,13:58:00,37447,2,,
1533416,14:30:00,14:32:00,574012,3,,
1533416,14:49:00,14:49:00,493531,4,,
1588831,11:09:00,11:09:00,493531,0,1,
1588831,11:28:00,11:29:00,574012,1,,
1588831,12:01:00,12:03:00,37447,2,,
1588831,12:16:00,12:18:00,567065,3,,
1588831,12:27:00,12:27:00,455937,4,,
1808,19:10:00,19:10:00,493531,0,,
1808,19:28:00,19:29:00,574012,1,,
1808,20:01:00,20:03:00,37447,2,,
1808,20:16:00,20:18:00,567065,3,1,
1808,20:27:00,20:27:00,455937,4,,
194766,21:09:00,21:09:00,493531,0,1,
194766,21:28:00,21:29:00,574012,1,,
194766,22:01:00,22:03:00,37447,2,,
194766,22:16:00,22:18:00,567065,3,,
194766,22:27:00,22:27:00,455937,4,,
208217,19:59:00,19:59:00,455937,0,,
208217,20:53:00,20:53:00,25336,1,,
210403,09:09:00,09:09:00,493531,0,1,
210403,09:28:00,09:29:00,574012,1,,
210403,10:01:00,10:03:00,37447,2,,
210403,10:16:00,10:18:00,567065,3,,
210403,10:27:00,10:27:00,455937,4,,
255293,22:18:00,22:18:00,569598,0,1,
255293,31:20:00,31:48:00,25336,1,1,
255293,33:04:00,33:04:00,455937,2,,
292321,17:10:00,17:10:00,493531,0,,
292321,17:28:00,17:29:00,574012,1,,
292321,18:01:00,18:03:00,37447,2,,
292321,18:16:00,18:18:00,567065,3,,
292321,18:27:00,18:27:00,455937,4,,
292688,09:10:00,09:10:00,493531,0,,
292688,09:28:00,09:29:00,574012,1,,
292688,10:01:00,10:03:00,37447,2,,
292688,10:16:00,10:18:00,567065,3,1,
292688,10:27:00,10:27:00,455937,4,,
294105,19:10:00,19:10:00,493531,0,,
294105,19:28:00,19:29:00,574012,1,,
294105,20:01:00,20:03:00,37447,2,,
294105,20:16:00,20:18:00,567065,3,,
294105,20:27:00,20:27:00,455937,4,,
313227,23:10:00,23:10:00,493531,0,,
313227,23:28:00,23:29:00,574012,1,,
313227,24:01:00,24:03:00,37447,2,,
313227,24:16:00,24:18:00,567065,3,1,
313227,24:27:00,24:27:00,455937,4,,
388612,13:10:00,13:10:00,493531,0,,
388612,13:28:00,13:29:00,574012,1,,
388612,14:01:00,14:03:00,37447,2,,
388612,14:16:00,14:18:00,567065,3,,
388612,14:27:00,14:27:00,455937,4,,
421724,22:18:00,22:18:00,569598,0,1,
421724,31:20:00,31:48:00,25336,1,1,
421724,33:04:00,33:04:00,455937,2,,
456942,23:10:00,23:10:00,493531,0,,
456942,23:28:00,23:29:00,574012,1,,
456942,24:01:00,24:03:00,37447,2,,
456942,24:16:00,24:18:00,567065,3,1,
456942,24:27:00,24:27:00,455937,4,,
463913,07:33:00,07:33:00,455937,0,,
463913,07:42:00,07:43:00,567065,1,,1
463913,07:57:00,07:58:00,37447,2,,
463913,08:30:00,08:32:00,574012,3,,
463913,08:49:00,08:49:00,493531,4,,
470926,15:33:00,15:33:00,455937,0,,
470926,15:42:00,15:43:00,567065,1,,
470926,15:57:00,15:58:00,37447,2,,
470926,16:30:00,16:32:00,574012,3,,
470926,16:51:00,16:51:00,493531,4,,1
524544,09:33:00,09:33:00,455937,0,,
524544,09:42:00,09:43:00,567065,1,,
524544,09:57:00,09:58:00,37447,2,,
524544,10:30:00,10:32:00,574012,3,,
524544,10:49:00,10:49:00,493531,4,,
546550,13:33:00,13:33:00,455937,0,,
546550,13:42:00,13:43:00,567065,1,,
546550,13:57:00,13:58:00,37447,2,,
546550,14:30:00,14:32:00,574012,3,,
546550,14:51:00,14:51:00,493531,4,,1
653683,07:10:00,07:10:00,493531,0,,
653683,07:28:00,07:29:00,574012,1,,
653683,08:01:00,08:03:00,37447,2,,
653683,08:16:00,08:18:00,567065,3,,
653683,08:27:00,08:27:00,455937,4,,
654559,19:33:00,19:33:00,455937,0,,
654559,19:42:00,19:43:00,567065,1,,
654559,19:57:00,19:58:00,37447,2,,
654559,20:30:00,20:32:00,574012,3,,
654559,20:51:00,20:51:00,493531,4,,1
687614,19:09:00,19:09:00,493531,0,1,
687614,19:28:00,19:29:00,574012,1,,
687614,20:01:00,20:03:00,37447,2,,
687614,20:16:00,20:18:00,567065,3,,
687614,20:27:00,20:27:00,455937,4,,
712580,15:10:00,15:10:00,493531,0,,
712580,15:28:00,15:29:00,574012,1,,
712580,16:01:00,16:03:00,37447,2,,
712580,16:16:00,16:18:00,567065,3,,
712580,16:27:00,16:27:00,455937,4,,
725095,05:35:00,05:35:00,455937,0,,
725095,05:57:00,05:58:00,37447,1,,
725095,06:30:00,06:32:00,574012,2,,
725095,06:51:00,06:51:00,493531,3,,1
739948,11:33:00,11:33:00,455937,0,,
739948,11:42:00,11:43:00,567065,1,,
739948,11:57:00,11:58:00,37447,2,,
739948,12:30:00,12:32:00,574012,3,,
739948,12:51:00,12:51:00,493531,4,,1
755194,11:33:00,11:33:00,455937,0,,
755194,11:42:00,11:43:00,567065,1,,1
755194,11:57:00,11:58:00,37447,2,,
755194,12:30:00,12:32:00,574012,3,,
755194,12:49:00,12:49:00,493531,4,,
772666,05:35:00,05:35:00,455937,0,,
772666,05:57:00,05:58:00,37447,1,,
772666,06:30:00,06:32:00,574012,2,,
772666,06:49:00,06:49:00,493531,3,,
797112,21:10:00,21:10:00,493531,0,,
797112,21:28:00,21:29:00,574012,1,,
797112,22:01:00,22:03:00,37447,2,,
797112,22:16:00,22:18:00,567065,3,,
797112,22:27:00,22:27:00,455937,4,,
822700,15:33:00,15:33:00,455937,0,,
822700,15:42:00,15:43:00,567065,1,,1
822700,15:57:00,15:58:00,37447,2,,
822700,16:30:00,16:32:00,574012,3,,
822700,16:49:00,16:49:00,493531,4,,
927660,11:10:00,11:10:00,493531,0,,
927660,11:28:00,11:29:00,574012,1,,
927660,12:01:00,12:03:00,37447,2,,
927660,12:16:00,12:18:00,567065,3,,
927660,12:27:00,12:27:00,455937,4,,
984338,09:33:00,09:33:00,455937,0,,
984338,09:42:00,09:43:00,567065,1,,1
984338,09:57:00,09:58:00,37447,2,,
984338,10:30:00,10:32:00,574012,3,,
984338,10:49:00,10:49:00,493531,4,,
984840,17:09:00,17:09:00,493531,0,1,
984840,17:28:00,17:29:00,574012,1,,
984840,18:01:00,18:03:00,37447,2,,
984840,18:16:00,18:18:00,567065,3,,
984840,18:27:00,18:27:00,455937,4,,
1000706,12:53:00,12:53:00,439455,0,,
1000706,14:24:00,14:26:00,602033,1,,
1000706,14:52:00,14:52:00,139207,2,1,1
1000706,14:53:00,14:53:00,130420,3,,
1031209,12:53:00,12:53:00,439455,0,,
1031209,14:24:00,14:26:00,602033,1,,
1031209,14:52:00,14:52:00,139207,2,1,1
1031209,14:53:00,14:53:00,130420,3,,
1094264,18:50:00,18:50:00,439455,0,,
1094264,20:24:00,20:26:00,602033,1,,
1094264,20:52:00,20:52:00,139207,2,1,1
1094264,20:53:00,20:53:00,130420,3,,
1100980,17:02:00,17:02:00,130420,0,,
1100980,17:03:00,17:03:00,139207,1,1,1
1100980,17:28:00,17:30:00,602033,2,,
1100980,19:00:00,19:00:00,505001,3,,
1117328,18:09:00,18:09:00,439455,0,,
1117328,19:57:00,19:59:00,602033,1,,
1117328,20:51:00,20:51:00,139207,2,1,1
1117328,20:53:00,20:53:00,130420,3,,
1160383,12:53:00,12:53:00,439455,0,,
1160383,14:24:00,14:26:00,602033,1,,
1160383,14:52:00,14:52:00,139207,2,1,1
1160383,14:53:00,14:53:00,130420,3,,
122725,18:50:00,18:50:00,439455,0,,
122725,20:24:00,20:26:00,602033,1,,
122725,20:52:00,20:52:00,139207,2,1,1
122725,20:53:00,20:53:00,130420,3,,
1277314,11:02:00,11:02:00,130420,0,,
1277314,11:03:00,11:03:00,139207,1,1,1
1277314,11:28:00,11:30:00,602033,2,,
1277314,13:02:00,13:02:00,439455,3,,
1309056,11:02:00,11:02:00,130420,0,,
1309056,11:03:00,11:03:00,139207,1,1,1
1309056,11:29:00,11:31:00,602033,2,,
1309056,13:02:00,13:02:00,439455,3,,
1353909,14:56:00,14:56:00,439455,0,,
1353909,16:24:00,16:26:00,602033,1,,
1353909,16:52:00,16:52:00,139207,2,1,1
1353909,16:53:00,16:53:00,130420,3,,
1401066,16:55:00,16:55:00,439455,0,,
1401066,18:24:00,18:26:00,602033,1,,
1401066,18:52:00,18:52:00,139207,2,1,1
1401066,18:53:00,18:53:00,130420,3,,
142767,12:53:00,12:53:00,439455,0,,
142767,14:24:00,14:26:00,602033,1,,
142767,14:52:00,14:52:00,139207,2,1,1
142767,14:53:00,14:53:00,130420,3,,
1467723,15:02:00,15:02:00,130420,0,,
1467723,15:03:00,15:03:00,139207,1,1,1
1467723,17:03:00,17:03:00,439455,2,,
208175,14:56:00,14:56:00,439455,0,,
208175,16:24:00,16:26:00,602033,1,,
208175,16:52:00,16:52:00,139207,2,1,1
208175,16:53:00,16:53:00,130420,3,,
292866,10:53:00,10:53:00,439455,0,,
292866,12:24:00,12:26:00,602033,1,,
292866,12:52:00,12:52:00,139207,2,1,1
292866,12:53:00,12:53:00,130420,3,,
326006,08:50:00,08:50:00,439455,0,,
326006,10:24:00,10:26:00,602033,1,,
326006,10:52:00,10:52:00,139207,2,1,1
326006,10:53:00,10:53:00,130420,3,,
335797,18:50:00,18:50:00,439455,0,,
335797,20:24:00,20:26:00,602033,1,,
335797,20:52:00,20:52:00,139207,2,1,1
335797,20:53:00,20:53:00,130420,3,,
356728,15:02:00,15:02:00,130420,0,,
356728,15:03:00,15:03:00,139207,1,1,1
356728,17:03:00,17:03:00,439455,2,,
393162,17:02:00,17:02:00,130420,0,,
393162,17:03:00,17:03:00,139207,1,1,1
393162,17:28:00,17:30:00,602033,2,,
393162,19:00:00,19:00:00,505001,3,,
412722,15:02:00,15:02:00,130420,0,,
412722,15:03:00,15:03:00,139207,1,1,1
412722,17:03:00,17:03:00,439455,2,,
431239,19:02:00,19:02:00,130420,0,,
431239,19:03:00,19:03:00,139207,1,1,1
431239,19:28:00,19:30:00,602033,2,,
431239,21:08:00,21:08:00,439455,3,,
440659,09:02:00,09:02:00,130420,0,,
440659,09:03:00,09:03:00,139207,1,1,1
440659,09:28:00,09:30:00,602033,2,,
440659,11:01:00,11:01:00,439455,3,,
503138,19:02:00,19:02:00,130420,0,,
503138,19:03:00,19:03:00,139207,1,1,1
503138,19:28:00,19:30:00,602033,2,,
503138,21:14:00,21:14:00,439455,3,,
607597,19:02:00,19:02:00,130420,0,,
607597,19:03:00,19:03:00,139207,1,1,1
607597,19:28:00,19:30:00,602033,2,,
607597,21:08:00,21:08:00,439455,3,,
629083,14:56:00,14:56:00,439455,0,,
629083,16:24:00,16:26:00,602033,1,,
629083,16:52:00,16:52:00,139207,2,1,1
629083,16:53:00,16:53:00,130420,3,,
64313,16:55:00,16:55:00,439455,0,,
64313,18:24:00,18:26:00,602033,1,,
64313,18:52:00,18:52:00,139207,2,1,1
64313,18:53:00,18:53:00,130420,3,,
651472,18:50:00,18:50:00,439455,0,,
651472,20:24:00,20:26:00,602033,1,,
651472,20:52:00,20:52:00,139207,2,1,1
651472,20:53:00,20:53:00,130420,3,,
661316,19:02:00,19:02:00,130420,0,,
661316,19:03:00,19:03:00,139207,1,1,1
661316,19:28:00,19:30:00,602033,2,,
661316,21:36:00,21:36:00,439455,3,,
663121,15:02:00,15:02:00,130420,0,,
663121,15:03:00,15:03:00,139207,1,1,1
663121,17:03:00,17:03:00,439455,2,,
664479,19:02:00,19:02:00,130420,0,,
664479,19:03:00,19:03:00,139207,1,1,1
664479,19:28:00,19:30:00,602033,2,,
664479,21:33:00,21:33:00,439455,3,,
670172,14:56:00,14:56:00,439455,0,,
670172,16:24:00,16:26:00,602033,1,,
670172,16:52:00,16:52:00,139207,2,1,1
670172,16:53:00,16:53:00,130420,3,,
720598,19:02:00,19:02:00,130420,0,,
720598,19:03:00,19:03:00,139207,1,1,1
720598,19:28:00,19:30:00,602033,2,,
720598,21:08:00,21:08:00,439455,3,,
782044,19:02:00,19:02:00,130420,0,,
782044,19:03:00,19:03:00,139207,1,1,1
782044,19:28:00,19:30:00,602033,2,,
782044,21:26:00,21:26:00,439455,3,,
802087,10:53:00,10:53:00,439455,0,,
802087,12:24:00,12:26:00,602033,1,,
802087,12:52:00,12:52:00,139207,2,1,1
802087,12:53:00,12:53:00,130420,3,,
806885,13:02:00,13:02:00,130420,0,,
806885,13:03:00,13:03:00,139207,1,1,1
806885,13:29:00,13:31:00,602033,2,,
806885,15:00:00,15:00:00,439455,3,,
817142,08:50:00,08:50:00,439455,0,,
817142,10:24:00,10:26:00,602033,1,,
817142,10:52:00,10:52:00,139207,2,1,1
817142,10:53:00,10:53:00,130420,3,,
979939,13:02:00,13:02:00,130420,0,,
979939,13:03:00,13:03:00,139207,1,1,1
979939,13:29:00,13:31:00,602033,2,,
979939,15:00:00,15:00:00,439455,3,,
1175990,08:41:00,08:41:00,501511,0,,
1175990,08:54:00,08:56:00,165118,1,,
1175990,09:06:00,09:08:00,333624,2,,
1175990,09:21:00,09:23:00,282331,3,,
1175990,09:43:00,09:46:00,136184,4,,
1175990,10:12:00,10:12:00,590648,5,,
367405,13:45:00,13:45:00,253163,0,,
367405,14:10:00,14:17:00,559322,1,,
367405,14:36:00,14:38:00,382429,2,,
367405,14:49:00,14:51:00,333624,3,,
367405,15:01:00,15:03:00,165118,4,,
367405,15:16:00,15:16:00,501511,5,,
936068,08:41:00,08:41:00,501511,0,,
936068,08:54:00,08:56:00,165118,1,,
936068,09:06:00,09:08:00,333624,2,,
936068,09:21:00,09:23:00,282331,3,,
936068,09:43:00,09:46:00,136184,4,,
936068,10:12:00,10:12:00,590648,5,,
1006973,09:31:00,09:31:00,569598,0,,
1006973,10:00:00,10:01:00,348912,1,,
1006973,10:51:00,10:53:00,46654,2,1,
1006973,10:57:00,10:57:00,308750,3,,
1025538,16:35:00,16:35:00,136184,0,,
1025538,17:04:00,17:06:00,387478,1,,
1025538,17:46:00,17:48:00,501511,2,,
1025538,18:59:00,19:02:00,431423,3,,
1025538,19:41:00,19:43:00,255196,4,,
